period_date,year,month,month_name,year_month,quarter,is_pre_covid,is_covid_period,is_post_covid,covid_dummy,region_code,region_name,region_short,treatment_code,treatment_name,specialty_group,part_type,part_description,waiting_list_size,patients_within_18wks,patients_over_18wks,pct_within_18wks,waiting_over_52wks,total_patients,provider_count,commissioner_count
2024-05-01,2024,5,May      ,2024-05,2,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,909335,504920,352826,55.5263,,,51,113
2024-05-01,2024,5,May      ,2024-05,2,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,861168,483047,335342,56.0921,,,49,120
2024-06-01,2024,6,June     ,2024-06,2,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,837620,505256,299986,60.3204,,,30,121
2024-06-01,2024,6,June     ,2024-06,2,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,1042134,622759,384867,59.7581,,,61,119
2024-06-01,2024,6,June     ,2024-06,2,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1094420,664824,389518,60.7467,,,74,124
2024-06-01,2024,6,June     ,2024-06,2,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,815453,527334,262585,64.6676,,,59,118
2024-06-01,2024,6,June     ,2024-06,2,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,2088533,1199833,805670,57.4486,,,122,124
2024-06-01,2024,6,June     ,2024-06,2,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,915111,505082,360728,55.1935,,,51,116
2024-06-01,2024,6,June     ,2024-06,2,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,858688,478100,340202,55.6780,,,50,117
2024-07-01,2024,7,July     ,2024-07,3,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,834161,501846,301879,60.1618,,,30,120
2024-07-01,2024,7,July     ,2024-07,3,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,1044535,621219,389230,59.4733,,,63,119
2024-07-01,2024,7,July     ,2024-07,3,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1095578,664135,393595,60.6196,,,74,124
2024-07-01,2024,7,July     ,2024-07,3,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,815287,526271,263269,64.5504,,,60,118
2024-07-01,2024,7,July     ,2024-07,3,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,2086828,1201890,806430,57.5941,,,123,122
2024-07-01,2024,7,July     ,2024-07,3,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,912759,503800,360611,55.1953,,,51,114
2024-07-01,2024,7,July     ,2024-07,3,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,864583,480825,345864,55.6135,,,50,117
2024-08-01,2024,8,August   ,2024-08,3,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,841738,501838,310221,59.6193,,,30,120
2024-08-01,2024,8,August   ,2024-08,3,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,1049586,616793,399229,58.7654,,,65,118
2024-08-01,2024,8,August   ,2024-08,3,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1097824,659871,401587,60.1072,,,74,125
2024-08-01,2024,8,August   ,2024-08,3,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,821897,524079,271734,63.7646,,,60,118
2024-08-01,2024,8,August   ,2024-08,3,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,2084988,1189902,818558,57.0700,,,123,123
2024-08-01,2024,8,August   ,2024-08,3,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,911453,496366,368731,54.4588,,,51,117
2024-08-01,2024,8,August   ,2024-08,3,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,865550,479678,349180,55.4189,,,50,119
2024-09-01,2024,9,September,2024-09,3,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,831394,497029,307819,59.7826,,,30,120
2024-09-01,2024,9,September,2024-09,3,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,1041896,615594,396172,59.0840,,,65,118
2024-09-01,2024,9,September,2024-09,3,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1090064,657233,401488,60.2931,,,75,124
2024-09-01,2024,9,September,2024-09,3,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,810275,516497,270283,63.7434,,,60,119
2024-09-01,2024,9,September,2024-09,3,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,2067561,1183542,816315,57.2434,,,123,123
2024-09-01,2024,9,September,2024-09,3,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,904073,497654,366477,55.0458,,,52,116
2024-09-01,2024,9,September,2024-09,3,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,857768,478605,346719,55.7966,,,52,117
2024-10-01,2024,10,October  ,2024-10,4,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,827080,499582,304476,60.4031,,,30,120
2024-10-01,2024,10,October  ,2024-10,4,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,1039852,618374,392766,59.4675,,,65,118
2024-10-01,2024,10,October  ,2024-10,4,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1088177,660377,398095,60.6865,,,75,124
2024-10-01,2024,10,October  ,2024-10,4,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,806639,519253,266381,64.3724,,,60,118
2024-10-01,2024,10,October  ,2024-10,4,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,2053074,1182833,805149,57.6128,,,122,123
2024-10-01,2024,10,October  ,2024-10,4,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,896344,495242,362520,55.2513,,,52,115
2024-10-01,2024,10,October  ,2024-10,4,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,861618,484793,345402,56.2654,,,55,119
2024-11-01,2024,11,November ,2024-11,4,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,815002,495166,299263,60.7564,,,30,121
2024-11-01,2024,11,November ,2024-11,4,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,1031896,615123,389332,59.6109,,,65,118
2024-11-01,2024,11,November ,2024-11,4,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1085574,664727,392941,61.2328,,,76,123
2024-11-01,2024,11,November ,2024-11,4,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,797636,515132,263059,64.5823,,,61,118
2024-11-01,2024,11,November ,2024-11,4,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,2032855,1174082,796310,57.7553,,,123,124
2024-11-01,2024,11,November ,2024-11,4,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,894688,494828,363778,55.3073,,,53,116
2024-11-01,2024,11,November ,2024-11,4,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,853489,481549,341522,56.4212,,,54,116
2024-12-01,2024,12,December ,2024-12,4,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,812672,493279,301757,60.6984,,,30,120
2024-12-01,2024,12,December ,2024-12,4,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,1033884,617387,391936,59.7153,,,66,119
2024-12-01,2024,12,December ,2024-12,4,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1083632,657536,400278,60.6789,,,77,124
2024-12-01,2024,12,December ,2024-12,4,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,794163,511784,265173,64.4432,,,61,118
2024-12-01,2024,12,December ,2024-12,4,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,2023166,1163911,802218,57.5292,,,121,123
2024-12-01,2024,12,December ,2024-12,4,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,895640,491318,371057,54.8566,,,53,117
2024-12-01,2024,12,December ,2024-12,4,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,851144,479075,344569,56.2860,,,54,117
2025-01-01,2025,1,January  ,2025-01,1,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,808148,492584,298017,60.9522,,,29,121
2025-01-01,2025,1,January  ,2025-01,1,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,1034631,614852,396502,59.4272,,,67,119
2025-01-01,2025,1,January  ,2025-01,1,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1075007,653146,396257,60.7574,,,77,123
2025-01-01,2025,1,January  ,2025-01,1,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,789920,508822,263956,64.4144,,,60,118
2025-01-01,2025,1,January  ,2025-01,1,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,1993974,1142055,796027,57.2753,,,123,122
2025-01-01,2025,1,January  ,2025-01,1,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,908789,497015,377569,54.6898,,,52,115
2025-01-01,2025,1,January  ,2025-01,1,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,847943,478968,341279,56.4859,,,54,118
2025-02-01,2025,2,February ,2025-02,1,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,805357,491812,296108,61.0676,,,29,121
2025-02-01,2025,2,February ,2025-02,1,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,1036928,613688,400802,59.1833,,,67,118
2025-02-01,2025,2,February ,2025-02,1,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1074581,657053,392707,61.1450,,,78,123
2025-02-01,2025,2,February ,2025-02,1,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,790023,512668,261844,64.8928,,,61,118
2025-02-01,2025,2,February ,2025-02,1,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,1975047,1140087,781661,57.7246,,,123,121
2025-02-01,2025,2,February ,2025-02,1,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,910325,502290,373498,55.1770,,,52,116
2025-02-01,2025,2,February ,2025-02,1,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,839651,478034,333739,56.9325,,,53,117
2025-03-01,2025,3,March    ,2025-03,1,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,798989,491303,291253,61.4906,,,28,123
2025-03-01,2025,3,March    ,2025-03,1,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,1046635,623186,402681,59.5419,,,67,119
2025-03-01,2025,3,March    ,2025-03,1,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1083064,667704,391951,61.6495,,,79,124
2025-03-01,2025,3,March    ,2025-03,1,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,790204,517571,258666,65.4984,,,61,118
2025-03-01,2025,3,March    ,2025-03,1,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,1972617,1157805,767323,58.6939,,,123,120
2025-03-01,2025,3,March    ,2025-03,1,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,920202,509221,376675,55.3380,,,53,116
2025-03-01,2025,3,March    ,2025-03,1,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,837759,483733,327826,57.7413,,,54,118
2025-04-01,2025,4,April    ,2025-04,2,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,801133,490185,293887,61.1865,,,29,123
2025-04-01,2025,4,April    ,2025-04,2,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,1040148,618246,398535,59.4383,,,69,119
2025-04-01,2025,4,April    ,2025-04,2,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1077560,661340,389635,61.3738,,,79,127
2025-04-01,2025,4,April    ,2025-04,2,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,784051,513649,255921,65.5122,,,61,118
2025-04-01,2025,4,April    ,2025-04,2,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,1962588,1158235,755429,59.0157,,,124,122
2025-04-01,2025,4,April    ,2025-04,2,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,918510,506939,375903,55.1915,,,53,119
2025-04-01,2025,4,April    ,2025-04,2,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,837463,481707,329282,57.5198,,,54,118
2025-05-01,2025,5,May      ,2025-05,2,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,804323,498482,286357,61.9754,,,29,124
2025-05-01,2025,5,May      ,2025-05,2,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,1027998,624956,378828,60.7935,,,69,118
2025-05-01,2025,5,May      ,2025-05,2,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1076103,670137,378026,62.2744,,,80,123
2025-05-01,2025,5,May      ,2025-05,2,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,778036,518143,244726,66.5963,,,60,118
2025-05-01,2025,5,May      ,2025-05,2,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,1959492,1180017,729409,60.2206,,,124,120
2025-05-01,2025,5,May      ,2025-05,2,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,908888,517666,354740,56.9560,,,52,116
2025-05-01,2025,5,May      ,2025-05,2,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,833437,489647,317553,58.7503,,,54,118
2025-06-01,2025,6,June     ,2025-06,2,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,803106,504931,279375,62.8723,,,29,122
2025-06-01,2025,6,June     ,2025-06,2,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,1031031,636063,371196,61.6919,,,69,120
2025-06-01,2025,6,June     ,2025-06,2,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1081016,674218,378429,62.3689,,,80,124
2025-06-01,2025,6,June     ,2025-06,2,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,782767,524121,243830,66.9575,,,60,118
2025-06-01,2025,6,June     ,2025-06,2,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,1963358,1198006,717438,61.0182,,,126,119
2025-06-01,2025,6,June     ,2025-06,2,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,903595,518489,349386,57.3807,,,52,115
2025-06-01,2025,6,June     ,2025-06,2,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,835402,494263,315815,59.1647,,,55,118
2025-07-01,2025,7,July     ,2025-07,3,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,796622,501444,276475,62.9463,,,29,120
2025-07-01,2025,7,July     ,2025-07,3,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,1037593,637389,376237,61.4296,,,71,121
2025-07-01,2025,7,July     ,2025-07,3,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1092889,679017,386291,62.1305,,,80,125
2025-07-01,2025,7,July     ,2025-07,3,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,783662,525199,244332,67.0186,,,59,118
2025-07-01,2025,7,July     ,2025-07,3,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,1870454,1128337,695388,60.3242,,,126,120
2025-07-01,2025,7,July     ,2025-07,3,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,908539,518328,353562,57.0507,,,54,117
2025-07-01,2025,7,July     ,2025-07,3,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,844527,496971,322547,58.8461,,,55,119
2025-08-01,2025,8,August   ,2025-08,3,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,800757,504732,278372,63.0319,,,29,121
2025-08-01,2025,8,August   ,2025-08,3,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,1036480,636580,375582,61.4175,,,71,121
2025-08-01,2025,8,August   ,2025-08,3,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1097870,676323,393896,61.6032,,,80,123
2025-08-01,2025,8,August   ,2025-08,3,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,781409,521601,245823,66.7513,,,59,117
2025-08-01,2025,8,August   ,2025-08,3,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,1870234,1123409,701681,60.0678,,,127,120
2025-08-01,2025,8,August   ,2025-08,3,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,913373,520243,354756,56.9584,,,54,117
2025-08-01,2025,8,August   ,2025-08,3,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,845421,492678,327844,58.2761,,,56,119
2025-09-01,2025,9,September,2025-09,3,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,796785,508074,272900,63.7655,,,29,119
2025-09-01,2025,9,September,2025-09,3,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,1035435,643797,367848,62.1765,,,71,121
2025-09-01,2025,9,September,2025-09,3,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1099501,685682,387790,62.3630,,,81,123
2025-09-01,2025,9,September,2025-09,3,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,780778,530150,237222,67.9002,,,59,118
2025-09-01,2025,9,September,2025-09,3,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,1865473,1133995,688933,60.7886,,,126,121
2025-09-01,2025,9,September,2025-09,3,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,907479,520650,349239,57.3732,,,53,116
2025-09-01,2025,9,September,2025-09,3,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,844123,500320,321027,59.2710,,,57,118
2025-10-01,2025,10,October  ,2025-10,4,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,792286,502004,275896,63.3615,,,30,119
2025-10-01,2025,10,October  ,2025-10,4,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,1031146,643054,365412,62.3630,,,72,120
2025-10-01,2025,10,October  ,2025-10,4,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1098331,685508,388241,62.4136,,,81,123
2025-10-01,2025,10,October  ,2025-10,4,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,784096,532277,238922,67.8842,,,59,118
2025-10-01,2025,10,October  ,2025-10,4,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,1870742,1133545,696304,60.5933,,,126,123
2025-10-01,2025,10,October  ,2025-10,4,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,915565,524742,353479,57.3135,,,54,117
2025-10-01,2025,10,October  ,2025-10,4,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,844910,502736,320583,59.5017,,,56,118
2025-11-01,2025,11,November ,2025-11,4,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,728647,456573,259385,62.6604,,,29,121
2025-11-01,2025,11,November ,2025-11,4,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,1017594,635794,361208,62.4801,,,75,121
2025-11-01,2025,11,November ,2025-11,4,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1073017,670109,381830,62.4509,,,86,123
2025-11-01,2025,11,November ,2025-11,4,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,777346,527005,238558,67.7954,,,60,118
2025-11-01,2025,11,November ,2025-11,4,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,1859476,1122063,699652,60.3430,,,131,122
2025-11-01,2025,11,November ,2025-11,4,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,899291,519802,345275,57.8013,,,60,118
2025-11-01,2025,11,November ,2025-11,4,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,835939,498049,318297,59.5796,,,57,119
2025-12-01,2025,12,December ,2025-12,4,f,f,t,0,Q71,NHS England London,,C_999,Total,Total,Part_2,Incomplete Pathways,799699,504126,282788,63.0395,,,30,119
2025-12-01,2025,12,December ,2025-12,4,f,f,t,0,Y58,NHS England South East,,C_999,Total,Total,Part_2,Incomplete Pathways,1007235,628518,360479,62.4003,,,77,120
2025-12-01,2025,12,December ,2025-12,4,f,f,t,0,Y59,NHS England South West,,C_999,Total,Total,Part_2,Incomplete Pathways,1064212,659417,386647,61.9629,,,87,123
2025-12-01,2025,12,December ,2025-12,4,f,f,t,0,Y60,NHS England North East and Yorkshire,,C_999,Total,Total,Part_2,Incomplete Pathways,772300,522215,240151,67.6182,,,59,118
2025-12-01,2025,12,December ,2025-12,4,f,f,t,0,Y61,NHS England Midlands,,C_999,Total,Total,Part_2,Incomplete Pathways,1858133,1111913,711370,59.8403,,,131,123
2025-12-01,2025,12,December ,2025-12,4,f,f,t,0,Y62,NHS England East of England,,C_999,Total,Total,Part_2,Incomplete Pathways,894659,515196,347654,57.5857,,,63,118
2025-12-01,2025,12,December ,2025-12,4,f,f,t,0,Y63,NHS England North West,,C_999,Total,Total,Part_2,Incomplete Pathways,835642,499209,319993,59.7396,,,57,118
